desc,locid,tillageSelection,coverCrop
mppf.sp.a_andersons.u20240308202446580_nLNvWWmjrkoz3,7b7fd352-dffb-3d4d-a5d6-d87c75214318,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240308202446580_nLNvWWmjrkoz33,ec67d777-4716-388a-88dc-9cf1aa24f1c3,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240308202446580_nLNvWWmjrkoz28,aa0fba0c-e320-3588-8be4-595c9bbb1445,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240308202446580_nLNvWWmjrkoz21,3b0b087e-b760-31c7-8c83-44741d0e5a86,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240308202446580_nLNvWWmjrkoz29,4c95d8a8-9286-33e2-a71b-f4b29c085684,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240308202446580_nLNvWWmjrkoz27,af19ac1e-854d-3327-b96c-98edf8fecc6b,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240308202446580_nLNvWWmjrkoz38,31bbd3c4-dc41-3c56-a085-1b30cf9c2be4,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240308202446580_nLNvWWmjrkoz7,25e235d3-25ea-3cda-8afd-74b3a94fc3af,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240308202446580_nLNvWWmjrkoz37,0cef105c-baca-3684-983f-ed8fc0a64217,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240308202446580_nLNvWWmjrkoz6,19a6d7d9-0724-31f5-b8ee-4f8d2b3bdb34,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240308202446580_nLNvWWmjrkoz39,fac2315b-92e2-3d3d-86d8-3bddcb0eba2f,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240308202446580_nLNvWWmjrkoz4,2ff534e0-da53-3b7f-b876-4fc81bda9701,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240308202446580_nLNvWWmjrkoz35,27d189fc-0c6d-3b9a-a00c-2dbfd9419ecd,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240308202446580_nLNvWWmjrkoz8,9e8a33c5-6738-3a0c-9ece-555ab8397c45,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240308202446580_nLNvWWmjrkoz36,d592e489-cece-3616-920f-3fcd87760d70,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240308202446580_nLNvWWmjrkoz9,219eee54-69d2-3a56-8738-b60e6318fb53,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240308202446580_nLNvWWmjrkoz5,6332566f-05b5-375d-8b74-486669f824da,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240308202446580_nLNvWWmjrkoz31,55e1d733-e822-34a8-b123-cc7b20deb65b,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240308212047800_k-bUMdVCRTwz1,9d30ce1a-8eae-398e-823b-0290bcb25ba0,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240308202446580_nLNvWWmjrkoz34,05a90f6b-9735-3261-8fb4-d7ce6f5c5752,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240308211049176_I8bSJVruGh8z1,646b6623-f8cd-36e1-9c4f-f728c95af566,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240308211254279_xyRnxFyGk8oz1,84cc1eb0-958a-3df8-ae43-49436427f76a,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240308212103558_sajLPA9XiK0z1,b74a1dff-90de-302d-aae9-706f91e6856a,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240308211124850_M14tFlooLRsz2,96e0fda4-a556-3efe-81b6-7d69ab23c96a,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240308212121829_dTEBzRlsl8wz1,6652f692-eff9-330d-85b1-0fa0299ade97,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240314115259066_Cmvc-Ky_8dMz1,e22b529d-0e5e-3c11-9ac9-797845eb3f0a,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240308210507823_c_NVme9YvX4z1,54c5f6a2-3bfc-3393-ba2a-acbec37ef0cf,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240308205420044_zX4cj6av6SAz1,3ee5d889-9464-3973-8e3d-9b05014e117a,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240308213756323_UFScaVbFqdwz1,094ad6eb-c2b5-3e44-86b9-4107c9a74695,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240314124126686_G0Ki-OAJN1kz1,017835fe-7d13-3389-ab66-53895a51f18d,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240314115217984_zYhE2TJYy_wz1,a05612dc-fecb-3fdd-a566-252098675910,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240328170707506_bF-C3l3NAn0z2,134ecf76-6a03-3769-81f7-bebced0632c2,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240328171015481_mQDtGv0BI-sz5,da98e229-5ad5-39bc-a230-80a2e0836d0f,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240314115247726_i7iKqRjlSj4z1,611f48b4-e919-3007-8f81-797a2d9f3a37,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240328171015481_mQDtGv0BI-sz4,6242bc7e-79f4-3478-8cc7-630479a8797f,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240328171610670_tZVPONyJbsIz1,671a57a3-ac9b-3d82-8a69-d14f241d0766,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240328170707506_bF-C3l3NAn0z1,086d16a9-b9e6-3a62-a1b5-4d372729928a,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240328171610670_tZVPONyJbsIz2,8c1c7ae9-9f7e-31ca-a2de-2c3a0575d357,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240328170707506_bF-C3l3NAn0z3,57435229-84f2-3e89-910d-dc6ea36a3cc1,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240328171015481_mQDtGv0BI-sz1,51dc0608-0ec2-3f26-9c22-4e214e0d0f17,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240328171015481_mQDtGv0BI-sz3,ebd7aa88-5b08-32b6-9a2e-66c41fa83925,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240328171015481_mQDtGv0BI-sz2,72863d98-6cde-3311-8e9e-f7ef2c8595b3,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240328171840845_hbmVIg_qulAz4,136a173b-3a1d-3687-8f85-5fd3d25de6f9,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240328171840845_hbmVIg_qulAz5,aeb096da-b748-3784-8196-c4d9c480283d,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240328171840845_hbmVIg_qulAz2,54c5f6ed-3aaa-3df9-8662-e0f5afbd8e74,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240328171840845_hbmVIg_qulAz1,34bd9060-c95e-32eb-a967-5be04fcea283,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240328172405835_jYW3MQo6nHMz2,139c2d48-a7c6-3fbd-86b9-ffe718f1bb55,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240328171840845_hbmVIg_qulAz3,1c52c909-0125-3d5a-b2fc-3df6a4f8edab,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240328171840845_hbmVIg_qulAz6,f49fc76b-f4b4-3232-bb20-aa5bcc0d30ac,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240328172405835_jYW3MQo6nHMz1,2d74d4dc-8e01-34b1-a56e-9f575584a720,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240314202418078_tPqIW5QkJbEz,6857421e-214e-355b-b96b-9623391cdd00,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240312202131162_LOF6V8kRgHsz,5b8a0b4f-ec2e-3bab-b9b5-cf8b675458e9,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240314233218655_gRNlmKWQq6gz,d0a7a84c-0d8b-3b89-a267-eb07cadc3422,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240312190548565_8i7mafmhdyIz,5f9ca101-eff0-367a-ac38-b7b471f3ad17,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240312145611491_KUFM0-UhM24z,9cc637aa-6e3e-3f4d-857a-ff5dce5212bb,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240317234841490_0uLVcYJ5QCwz,055524d5-692f-3ee5-9195-397566c44d99,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240314202947329_8FTQ4Uhr09cz,bfe822aa-c630-3d2f-aec5-33936c1787c4,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240316232550912_xQND7MO5kRgz,df98d0dc-488a-3ba8-80e5-de338e91e22d,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240319002411687_TuyGR0D9Bw4z,4628c997-ae97-336d-bc47-32154329b31e,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240312191844365_DtMjN0IZRUIz,ea9dc053-dcbd-36cc-86cf-4b1530dfb149,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240318001217351_6CHg3PuuLHEz,0d8b2109-9b32-3b20-9ee6-fd1d81a626e2,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240314220659154_aAObMuzS47wz,3d04dd2a-900a-3105-ab57-e1dae531ec4b,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240312184744706_y0HG79SyjM4z,843c1714-babf-3304-a13a-dc817a610997,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240316231842407_FGL2eKgQx3kz,9c31d5e3-c88f-3934-9e04-eec90e4b2838,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240312150902396_DxFr9QcTnfMz,60584420-517e-3771-991d-66594b9f0726,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240322231812267_lgy6IGq8624z,208f7b10-132c-312e-a970-9cba21ac7c96,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240312192208340_vaF-wOa1O1Ez,9046d512-53a2-39ac-acb5-fe27bef23073,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240317234241414_xNZP2Q1d7Bcz,dd1a1cc1-a999-3f7e-ae00-4af523f02cfb,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240312185721212_2qZDUO2dmlIz,9b6ddb79-715b-3ced-b5db-101f429e6cbc,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240312182011283_tdy2x5g1svMz,f8a2febd-fff1-306e-9fca-67516170fb17,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240316004609252_YuqdqVRlmLUz,a17e9c84-c4e9-305b-a088-835231af8719,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240312190459937_fND79VdhQSQz,30843646-fd7d-37fb-ae3c-f4f6a701616c,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240317232201588_sBhlLYrMCsoz,a5cf3826-48a7-32f7-ad46-369d736d697a,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240316000717125_em5m150WnYYz,ce955b11-da9b-3b7e-9892-d3633201ce45,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240316234132831_VHa4KJWJoa0z,d09b1d56-d8e1-316b-9afa-51e79f206a6d,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240312190922036_m5QLIwQ1vY4z,2e5bf806-c8c0-39a1-ab06-64a1c631ba42,,False
mppf.sp.a_andersons.20240316002610997_lgVTp9lu2jUz,f520d705-8aff-3a82-a81b-3f966fefb89f,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240316001437780_pmv40GsK_Nsz,253b3410-c116-3e93-8798-7f6892341655,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240318002412250_IPkXqE7zPyIz,0335a122-133a-34f0-a0d7-61b1f9a2699e,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240314204702238_8CbQbNJ9SvUz,05d58dea-362a-31a3-b864-0467fb53591d,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240319003014881_JD3pPt7BjXMz,d83fe6f6-2122-3875-93a8-42afb5852151,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240330192522311_44OYbMmWohYz,408985ed-6799-30f3-a0a8-b5d485e44bf3,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240312151914169_H8w3QH98AnUz,2266469c-34e0-3bbe-869c-93b6980edaec,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240314195758666_t1zTwm4wBIAz,04355da7-c3ae-3555-8eea-86a8aff67ccc,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240312183615229_fvETqu6x0x4z,90d9164e-d50d-373c-b305-6c43feabd75d,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240314201757841_P2lIUYcOmvIz,379556e0-beda-3d52-a3b2-1af5a7722870,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240315154538492_e8npRtdHj00z,b613f92b-fb0e-3b7a-af3e-8dfa66f2b42f,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240312190703778_TAiCX6BEkUQz,21f54804-74b4-3d71-bc24-3cdecee58711,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240314195851930_adV6Gq7zAhkz,b3efb8a2-d0e6-3fda-9712-698d563308c9,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240312190339685_cfWCLCmwE1Uz,962f8a16-0115-35b4-bbd7-f0e4df0b7855,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240315154103699_TSFT8V-1WhMz,58178e18-63e5-31d0-a341-d87a526c69ef,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240314201152717_JlFfqbM1HwYz,35b62b1a-7794-315c-9495-b5804eeb1db5,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240314202106747_Zzw-AdKBbKgz,a41b112a-33ff-38bb-9490-e0ce15c04ea6,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240316225951891_UKV1rpKeVysz,85298d8c-afe9-317d-97cb-d7189a2f3be6,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240312151316985_XvmL9Xct2jUz,e0076c40-180d-346f-807e-555c578e6c29,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240314223357088_MAiVLKZe0icz,0ea98ec4-9888-30da-8bed-4e86f720ea89,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240312150626401_YJTiTDyu7JEz,19204012-7962-31a4-91f7-a41a3190bfea,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240312151411965_dV6ah5nOyOIz,45d0b11c-0712-3519-bb80-56530b0859b0,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240312151006906_0Z4Vpbr4Rycz,558bf303-d4c7-37ab-874b-d67d1376132c,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240314225048043_Tu9SHgW3dnkz,d9d92c40-8cdc-34cc-9275-6718f2f8670a,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240312151658608_zHVoqBIAs4Ez,fd1617ee-d698-37fa-a44e-437b31b70a11,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240318000417291_Xsqsd97gEosz,98124eae-9d85-388e-86a7-b387101d01a2,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240316003222098_WEAbvKnEuiYz,2a1b6c0c-1195-3297-a7a4-dc8aadd81472,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240316230938208_5GPz2OjpLKQz,64e594aa-d531-30cc-a26d-dec8be504a62,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240314001039216_XxDVny5O2H8z,b12e3308-418e-3cb7-b38e-2002939aa967,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240319001751253_xIn3UGmeaQQz,f0a9d955-b895-30d5-9a4b-a9efe5d432bc,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240312192554249_bqcdK-QAMLEz,594c7d26-ec51-3a8a-9323-5c9ffbeaf357,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240330193332911_E7QiphLan_4z,56989a36-b636-3280-ad55-65445d75d42d,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240330184118584_mN39uKE3D3Ez,b97220ee-8739-3adc-aef7-b086d8fb819f,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240312152035973_9pIes97JkAoz,aa4dd5e6-6812-383a-bc5c-b6c49d9f3923,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240312184336767_or1FFww-XCIz,1acfd2ce-af0c-3281-b4ad-adccce3f7237,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240314011500437_L1aIONu5s1gz,eea5fa67-92b3-3ed4-908a-e8464412f6c8,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240314202850382_5xo5VQp5Nssz,83bfd96f-ab14-3e61-83f1-d8b3b595a235,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240314195147553_EW25pL1KotQz,cbcbb00a-eb26-32b1-836f-a825eced2be1,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240314221610359_3DYQLhz_3gAz,816d8fbf-a216-38b1-8c0a-2e782cc07efd,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240312191254254_qG0p4KtQFx8z,bc645002-5b1d-39a5-8aaa-d8e9da8da4cf,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240312191605609_4HAslPGz594z,a314297c-e3bc-395f-9685-1a510b13ae1a,,False
mppf.sp.a_andersons.20240317235742755_iv_UsabUigsz,0844fad6-5317-3251-83c5-4ed466e36956,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240314204304440_xrzlwtRaLewz,ee57b615-7685-3b02-868d-e7866e430718,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240312201342383_WzImOhARlCUz,d416547a-31f3-3e25-917d-74240ecd1561,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240312150038354_4jPy87HcaHAz,2c8f4577-73f7-31f0-8c3d-17bdcd0e9581,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240330185955877_cl36OqN2LMIz,96a6104d-e72b-3e2e-a9d0-170ea907329e,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240330184816336_yg7fLLD7P5oz,0a85244c-c138-3aff-a335-7c07f7bec9f7,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240314200124588_DwnaBxGmb2Uz,39d6abba-2888-33b5-8f5c-0598638e1d4a,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240404000913306_acSS9RF29Lgz,335a8f0e-0b5c-30e9-ab8f-23eed549f62e,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240330191550176_xx_uoVIQT00z,2bff523a-c104-3c19-96ee-1f404f30e008,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240314234757147_N8jYBqmobbsz,5ed2d867-97b2-38c1-ae94-dc8493c44a68,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240317233645646_bkTSLQ-wXHAz,2111e953-d947-3313-a136-babf72d0dd26,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240330183251450_QjiCnYez4Pcz,f3344947-5455-3b27-a844-7e83c497f74a,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240316150813818_l7dg9praIUMz,b509171c-9e74-3d59-a737-fa748f15f441,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240316233150191_NU5x_dqSfDIz,df6f88c2-5ee3-3422-ae7b-8a2a64df7329,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240314224304729_rWwRSra5K5sz,6a9bde7e-4fc8-335e-98df-d469be93969a,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240316005918196_Hc24CphAPAIz,e333e4d5-e3de-3516-b469-109325838958,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240312150250202_UDhEZQ2KF0Az,ecca5440-4a03-322f-b2ae-1f4903a240d9,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240317232944701_uW-Ia9h78HUz,6fc7d7d6-e6ba-32f2-819a-d3fe0fa2c0d7,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240312190053068_2a7MS19iPw4z,d378ea6f-dceb-30a8-b3a7-e0c5e9ace248,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240316005238245_Xvm_qXe_hIQz,2ba02c02-0948-3213-a997-790b621fe583,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240314204832585_Se8OsJR7tToz,6912b2bd-cefe-3dd6-a41d-c1ea3fb75772,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240330190747896_ETFpFih2GLQz,4316cb1d-6c01-3b6c-a98d-a9405b4f889e,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240404001813462_HA5nh0ljuGIz,45abcde2-1d12-3b12-a38d-08081936f33e,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240405165806112_toynnAtIN2Qz,b93affa8-64e9-3a7b-a8a8-a35ed1632239,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240405170944792_0kiORiRvmv8z,083c9b37-90d7-3eb6-8325-3f76d44ac71f,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240404004207123_xgAwHwEw4Lcz,4b3bfed3-8ca6-322c-901a-06b3721c14f5,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240404002729077_9nlDFvDALM4z,e261ef55-b172-3f59-8ffa-8f9d9229b88a,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240404003519614_xKrzC7nPWDMz,3a5a4e88-46d9-311f-9458-9331ea499cfa,GrowerTillageImplemented,False
mppf.sp.a_andersons.20240405180221051_f10FFukkn5oz,423c1f0f-bec1-3dde-a115-827ee2b8664c,GrowerTillageImplemented,False
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz139,0c28bec6-4a0f-3562-91e0-387f41d26773,,False
mppf.sp.a_andersons.u20240313131649371_CsGUSNZKsDcz55,346e3464-4f59-3ad8-bfee-0b2ebadbe8ff,Conservation,False
mppf.sp.a_andersons.u20240313131649371_CsGUSNZKsDcz33,5cbbc9ff-4be8-30d1-acdb-e42402a3130e,Conservation,False
mppf.sp.a_andersons.u20240313131649371_CsGUSNZKsDcz9,64425ee9-a47e-3cf5-90ad-a1f4b45df0bd,Conservation,False
mppf.sp.a_andersons.u20240313131649371_CsGUSNZKsDcz52,4d32125b-1c5b-36b4-a552-92adbd8a27f5,Conservation,False
mppf.sp.a_andersons.u20240313131649371_CsGUSNZKsDcz35,eaf78264-1097-352d-946f-64df478295c5,Conservation,False
mppf.sp.a_andersons.u20240313131649371_CsGUSNZKsDcz8,dddc874e-f88a-3f50-86d7-065806e55370,Conservation,False
mppf.sp.a_andersons.u20240313131649371_CsGUSNZKsDcz51,76fca571-3782-34e0-81f4-6e2015d971bc,Conservation,False
mppf.sp.a_andersons.u20240313131649371_CsGUSNZKsDcz56,c41f7712-c9fd-300b-9afa-e1c59cdd4636,Conservation,False
mppf.sp.a_andersons.u20240313131649371_CsGUSNZKsDcz10,f03e2f01-8ccd-3268-884f-34e17f95aeb9,Conservation,False
mppf.sp.a_andersons.u20240313131649371_CsGUSNZKsDcz7,cad00d7c-bc7f-3eb6-8786-0608688befd4,Conservation,False
mppf.sp.a_andersons.u20240313131649371_CsGUSNZKsDcz64,b5101b6c-b5e3-38fc-ae96-6670cb429343,Conservation,False
mppf.sp.a_andersons.u20240313131649371_CsGUSNZKsDcz47,f1b5b378-5c06-3f5b-b428-5dfa79cab168,Conservation,False
mppf.sp.a_andersons.u20240313131649371_CsGUSNZKsDcz49,3c21f2d2-44af-3611-957c-29b1a82f302a,Conservation,False
mppf.sp.a_andersons.u20240313131649371_CsGUSNZKsDcz59,c923190c-ba9d-337c-8ad8-a96a471b048a,Conservation,False
mppf.sp.a_andersons.u20240313131649371_CsGUSNZKsDcz30,8bd7f4e0-6a94-3d9b-b91b-7a4e809de28f,Conservation,False
mppf.sp.a_andersons.u20240313131649371_CsGUSNZKsDcz17,7be5308d-542e-3153-87eb-520963a9187d,Conservation,False
mppf.sp.a_andersons.u20240313131649371_CsGUSNZKsDcz86,914b1387-df83-3fbb-8716-90cc8b1f73bb,Conservation,False
